8,0.837016575
9,0.855801105
10,0.856353591
11,0.85801105
12,0.85801105
13,0.85801105
14,0.855801105
15,0.855801105
16,0.855801105
17,0.855801105
18,0.855801105
19,0.855801105
20,0.855801105
21,0.855801105
22,0.856353591
23,0.875690608
24,0.875138122
25,0.874585635
26,0.876243094
27,0.880662983
28,0.880662983
29,0.881767956
30,0.881767956
31,0.882320442
32,0.885635359
33,0.884530387
34,0.886187845
35,0.886740331
36,0.886740331
37,0.886187845
38,0.886187845
39,0.886187845
40,0.886187845
41,0.886187845
42,0.886187845
43,0.886187845
44,0.886187845
45,0.886187845
46,0.886187845
47,0.886187845
48,0.886187845
49,0.886187845
50,0.886187845
51,0.886187845
52,0.885635359
53,0.885635359
54,0.885635359
55,0.885635359
56,0.885635359
57,0.885082873
58,0.885082873
59,0.885082873
60,0.885082873
61,0.885082873
62,0.885082873
63,0.885082873
64,0.885082873
65,0.885082873
66,0.885082873
67,0.885082873
