8,0.835051546
9,0.842783505
10,0.853092784
11,0.851804124
12,0.853092784
13,0.854381443
14,0.853092784
15,0.851804124
16,0.851804124
17,0.851804124
18,0.850515464
19,0.850515464
20,0.850515464
21,0.850515464
22,0.850515464
23,0.850515464
24,0.850515464
25,0.850515464
26,0.850515464
27,0.850515464
28,0.850515464
29,0.850515464
30,0.850515464
31,0.850515464
32,0.850515464
33,0.850515464
34,0.850515464
35,0.850515464
36,0.850515464
37,0.850515464
38,0.850515464
39,0.850515464
40,0.850515464
41,0.850515464
42,0.850515464
43,0.850515464
44,0.850515464
45,0.850515464
46,0.850515464
47,0.850515464
48,0.849226804
49,0.849226804
50,0.849226804
51,0.851804124
52,0.864690722
53,0.87371134
54,0.880154639
55,0.887886598
56,0.885309278
57,0.884020619
58,0.884020619
59,0.884020619
60,0.884020619
61,0.884020619
62,0.885309278
63,0.884020619
64,0.885309278
65,0.885309278
66,0.891752577
67,0.894329897
