8,0.787664307
9,0.812184024
10,0.812689585
11,0.812942366
12,0.813195147
13,0.812689585
14,0.813195147
15,0.813195147
16,0.813195147
17,0.813447927
18,0.818250758
19,0.821031345
20,0.821284125
21,0.821536906
22,0.821284125
23,0.821284125
24,0.821536906
25,0.821031345
26,0.821031345
27,0.821284125
28,0.821031345
29,0.821031345
30,0.821031345
31,0.820778564
32,0.820778564
33,0.820525784
34,0.820778564
35,0.820525784
36,0.820525784
37,0.820525784
38,0.820525784
39,0.820525784
40,0.820525784
41,0.820778564
42,0.820778564
43,0.820525784
44,0.820525784
45,0.820525784
46,0.820525784
47,0.820525784
48,0.820778564
49,0.820778564
50,0.820525784
51,0.820525784
52,0.820525784
53,0.820525784
54,0.820525784
55,0.820525784
56,0.820525784
57,0.820525784
58,0.820778564
59,0.820525784
60,0.820525784
61,0.820525784
62,0.820525784
63,0.820778564
64,0.820778564
65,0.820778564
66,0.820778564
67,0.820778564
