8,0.825325042
9,0.848219333
10,0.848501979
11,0.848784624
12,0.848501979
13,0.848784624
14,0.848784624
15,0.848784624
16,0.855002826
17,0.857263991
18,0.857546637
19,0.857263991
20,0.857263991
21,0.857263991
22,0.856981345
23,0.857263991
24,0.863199548
25,0.86178632
26,0.865178067
27,0.864895421
28,0.86433013
29,0.865460712
30,0.865743358
31,0.869700396
32,0.86687394
33,0.869983041
34,0.872526851
35,0.87196156
36,0.871678915
37,0.871678915
38,0.871678915
39,0.871678915
40,0.871678915
41,0.871396269
42,0.871396269
43,0.871396269
44,0.871396269
45,0.871396269
46,0.871396269
47,0.871396269
48,0.871396269
49,0.871396269
50,0.871396269
51,0.871396269
52,0.871396269
53,0.871396269
54,0.871396269
55,0.871396269
56,0.871396269
57,0.871396269
58,0.871396269
59,0.871396269
60,0.871396269
61,0.871396269
62,0.871396269
63,0.871396269
64,0.871396269
65,0.871396269
66,0.871396269
67,0.871396269
