8,0.864674868
9,0.902460457
10,0.902460457
11,0.903339192
12,0.902460457
13,0.902460457
14,0.902460457
15,0.902460457
16,0.902460457
17,0.901581722
18,0.900702988
19,0.899824253
20,0.899824253
21,0.899824253
22,0.899824253
23,0.899824253
24,0.899824253
25,0.899824253
26,0.899824253
27,0.899824253
28,0.899824253
29,0.899824253
30,0.899824253
31,0.899824253
32,0.899824253
33,0.899824253
34,0.899824253
35,0.899824253
36,0.899824253
37,0.899824253
38,0.899824253
39,0.899824253
40,0.899824253
41,0.899824253
42,0.899824253
43,0.900702988
44,0.899824253
45,0.899824253
46,0.900702988
47,0.900702988
48,0.903339192
49,0.903339192
50,0.904217926
51,0.904217926
52,0.903339192
53,0.904217926
54,0.903339192
55,0.903339192
56,0.903339192
57,0.903339192
58,0.903339192
59,0.904217926
60,0.905975395
61,0.905096661
62,0.905096661
63,0.905096661
64,0.905096661
65,0.905096661
66,0.905096661
67,0.905975395
