[20046.176138973242, 5582.9806950229595, 3833.447114066276, 3412.3235001320827, 2415.7101673502343, 2355.5426508755263, 868.5183326056862, 802.8675525893347, 233.38382174382028, 158.96714334859664, 144.18872910402294, 92.73884222959099, 63.88779500916268, 55.545762464840294, 20.18713172152814, 6.666844301751655, 3.0006239243631185, 0.019305982696447843, 0.01314591069770458]
[ 8  7  9 10 18  1  0 11 17 12  5  6  2 14 15 16 13  3  4]
[[['SVMC:0.25gamma:1.7817974362806794', 0.9715, 0.9873888774033491, 0.9552, 0.9552, 0.9878, 0.9713632482238558, 0.9710277523635253, 0.9710277523635253, 0.94350149109893, 0.96504076, 4776.0, 224.0, 61.0, 4939.0, 5000.0, 5000.0]]]
[[['SVMC:6.349604207872799gamma:4.0', 0.9806, 0.9866342648845686, 0.9744, 0.9744, 0.9868, 0.980580399559363, 0.9804789696115919, 0.9804789696115919, 0.9612739055789006, 0.97616888, 4872.0, 128.0, 66.0, 4934.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9806, 0.9866342648845686, 0.9744, 0.9744, 0.9868, 0.980580399559363, 0.9804789696115919, 0.9804789696115919, 0.9612739055789006, 0.9776460000000001, 4872.0, 128.0, 66.0, 4934.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9811, 0.9866477847461056, 0.9754, 0.9754, 0.9868, 0.9810834419151105, 0.9809916524187872, 0.9809916524187872, 0.9622625298508505, 0.9792673600000001, 4877.0, 123.0, 66.0, 4934.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9814, 0.9866558835422564, 0.976, 0.976, 0.9868, 0.9813851435598564, 0.9812990146792681, 0.9812990146792681, 0.9628561554085229, 0.98072988, 4880.0, 120.0, 66.0, 4934.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.9828, 0.9853236831523925, 0.9802, 0.9802, 0.9854, 0.9827965608405435, 0.9827551634249048, 0.9827551634249048, 0.9656130551767595, 0.9832516199999999, 4901.0, 99.0, 73.0, 4927.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.983, 0.9853295819935691, 0.9806, 0.9806, 0.9854, 0.9829970701889198, 0.9829591018444267, 0.9829591018444267, 0.966011128512301, 0.9838651, 4903.0, 97.0, 73.0, 4927.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.9827, 0.9849306811332128, 0.9804, 0.9804, 0.985, 0.9826973084322558, 0.9826601182720257, 0.9826601182720257, 0.9654102140940979, 0.98425818, 4902.0, 98.0, 75.0, 4925.0, 5000.0, 5000.0]]]
[[['SVMC:6.349604207872799gamma:4.0', 0.9824, 0.9858984689766318, 0.9788, 0.9788, 0.986, 0.9823934038866506, 0.9823364110798877, 0.9823364110798877, 0.9648250085883381, 0.9849470399999999, 4894.0, 106.0, 70.0, 4930.0, 5000.0, 5000.0]]]
[[['SVMC:6.349604207872799gamma:4.0', 0.9824, 0.9858984689766318, 0.9788, 0.9788, 0.986, 0.9823934038866506, 0.9823364110798877, 0.9823364110798877, 0.9648250085883381, 0.9851818200000001, 4894.0, 106.0, 70.0, 4930.0, 5000.0, 5000.0]]]
