[nan, nan, 21531.712474321506, 10540.831572633842, 9472.267542224386, 5384.357163204039, 4303.951840172369, 2192.0670124593116, 1644.0558915934437, 1466.267646598019, 1373.634726939692, 1344.84035200371, 851.7278922383526, 692.9726977000374, 633.0747143939958, 624.3658735217441, 617.2397245836546, 561.3914391863699, 521.4599263154897, 495.1093769037985, 469.27834873385757, 465.2883414225151, 420.398426038494, 378.0066808781926, 369.33754138400997, 363.04977690166135, 340.9990068454088, 320.4578128205818, 305.3397573048041, 290.76130845021953, 284.1463470363444, 278.7502321748133, 276.96732799596924, 258.42167463540375, 247.38734131733224, 233.62778586926478, 231.08818851476124, 226.7562173196585, 216.98907186261462, 212.61721228557298, 206.12773032490773, 198.6237950492932, 197.13350712426558, 195.69021865727026, 192.59797660209588, 166.02986411092127, 158.4543220279091, 143.9701124702798, 143.7229875714933, 142.95441019933833, 142.32807655970151, 139.44421070494997, 139.31588168254245, 133.12970172660422, 106.26106412014587, 105.11183863066577, 99.229031443183, 96.3047124271894, 90.34777716226519, 80.64450402623751, 73.52806159660439, 70.59565499526592, 65.79998764855497, 53.487433361785854, 52.83472474697062, 51.514412512988365, 45.415366044099635, 40.897807279278794, 40.56465801062868, 36.87549819300065, 32.720988628229506, 31.064712421564778, 25.672485520151987, 25.232438724879362, 24.790218988107075, 19.707054506602404, 19.490788857983727, 15.792577856864412, 15.295431909107247, 13.87140966780572, 13.344783931257936, 11.702968356088693, 10.97984736281733, 9.480388386301541, 9.307267259127556, 8.668860587341136, 7.852456529372383, 7.521876522596611, 7.3100197547160555, 6.926964095179509, 6.8365445287098705, 5.172930079068262, 5.034674328947669, 4.634340487945735, 4.054015540726642, 3.9675562921149887, 3.554336572170375, 1.9992009237874784, 1.0]
[20 56 75 11 14 23 37  4  2 63  8 80 15 43 61 81 86  0 93 59 25 17 36 10
 47 77 31 65 46 66 57 95 64 42 88 72  7 34 62 58 90 44  1 60 96 41 92  5
 85 82 48 79 94 97 78 45 28 51 32 38 70 16 74 30 49 69 12 71 29 35 39 53
 83 19 89 67 22 21 54 33 18 76  9  3 98  6 24 73 68 13 91 40 87 55 50 26
 27 52 84]
[[['SVMC:0.5612310241546865gamma:0.3535533905932738', 0.95, 0.9380841121495327, 0.9636, 0.9636, 0.9364, 0.9499026476434309, 0.9506708760852407, 0.9506708760852407, 0.9003331128490578, 0.95894516, 4818.0, 182.0, 318.0, 4682.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:0.03125', 0.9582, 0.9438202247191011, 0.9744, 0.9744, 0.942, 0.958063045942176, 0.9588663648888015, 0.9588663648888015, 0.9168813790645374, 0.9786842600000001, 4872.0, 128.0, 290.0, 4710.0, 5000.0, 5000.0]]]
[[['SVMC:6.349604207872799gamma:0.07015387801933583', 0.9582, 0.9424488219389726, 0.976, 0.976, 0.9404, 0.958034654905552, 0.9589310277068186, 0.9589310277068186, 0.916981256906703, 0.9814500599999999, 4880.0, 120.0, 298.0, 4702.0, 5000.0, 5000.0]]]
[[['SVMC:0.25gamma:0.15749013123685915', 0.9597, 0.9513057137247202, 0.969, 0.969, 0.9504, 0.959654937985524, 0.9600713365698998, 0.9600713365698998, 0.9195590790894415, 0.9855366200000001, 4845.0, 155.0, 248.0, 4752.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:0.07015387801933583', 0.9609, 0.9505376344086022, 0.9724, 0.9724, 0.9494, 0.960831181842055, 0.9613445378151261, 0.9613445378151261, 0.922043912876701, 0.98633372, 4862.0, 138.0, 253.0, 4747.0, 5000.0, 5000.0]]]
[[['SVMC:1.2599210498948732gamma:0.3535533905932738', 0.961, 0.949317738791423, 0.974, 0.974, 0.948, 0.9609120667365979, 0.9615004935834156, 0.9615004935834156, 0.9223117940885109, 0.98695972, 4870.0, 130.0, 260.0, 4740.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:0.7937005259840999', 0.9652, 0.9528816199376947, 0.9788, 0.9788, 0.9516, 0.965104180904839, 0.9656669297553275, 0.9656669297553275, 0.9307443646608482, 0.991366, 4894.0, 106.0, 242.0, 4758.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:0.15749013123685915', 0.966, 0.9556120453656629, 0.9774, 0.9774, 0.9546, 0.9659327305770314, 0.9663832311647221, 0.9663832311647221, 0.932242339927585, 0.9915335200000001, 4887.0, 113.0, 227.0, 4773.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.9661, 0.9599368462601144, 0.9728, 0.9728, 0.9594, 0.9660767671360284, 0.966325618357008, 0.966325618357008, 0.9322837041886117, 0.99034068, 4864.0, 136.0, 203.0, 4797.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9672, 0.956785295267892, 0.9786, 0.9786, 0.9558, 0.9671328140436555, 0.9675697053589085, 0.9675697053589085, 0.9346429639789007, 0.9909340200000001, 4893.0, 107.0, 221.0, 4779.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9671, 0.9569555859909998, 0.9782, 0.9782, 0.956, 0.9670362971471133, 0.9674611808920978, 0.9674611808920978, 0.9344302906898445, 0.9911649399999999, 4891.0, 109.0, 220.0, 4780.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.9671, 0.9569555859909998, 0.9782, 0.9782, 0.956, 0.9670362971471133, 0.9674611808920978, 0.9674611808920978, 0.9344302906898445, 0.99081958, 4891.0, 109.0, 220.0, 4780.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:4.0', 0.967, 0.9571260767423649, 0.9778, 0.9778, 0.9562, 0.9669396878813074, 0.9673525920063317, 0.9673525920063317, 0.9342179597914563, 0.9908119400000001, 4889.0, 111.0, 219.0, 4781.0, 5000.0, 5000.0]]]
