[nan, nan, 15656.964388769475, 6828.947835807528, 5662.53836319708, 3522.7505238693625, 3114.7742187383974, 2895.031194087083, 1758.4646338619525, 1667.6262749755151, 1347.3597293023565, 1280.670190594974, 1159.0156615885448, 1067.8446244326701, 897.4575327028133, 875.0285506608994, 853.1766378898351, 825.695782880207, 797.0947633463232, 786.371015281089, 679.2051961173127, 635.9020237129197, 630.5517066678173, 596.77362637177, 551.9383559708562, 519.6768734697727, 477.1405877113813, 457.8144649911099, 445.13687102934693, 403.0861109653872, 402.09413271530644, 397.33814163392293, 377.58311787130157, 350.75546537304496, 336.61790929701976, 335.7837776893631, 331.8647088155044, 331.4103357024354, 326.1904522986328, 323.1002519534589, 317.5841822251857, 314.5932542878643, 307.1734965981492, 297.9631339898003, 295.37915176197555, 292.10673799575846, 282.84303648784675, 277.03952466372283, 272.65605709113277, 267.11910097149956, 258.3408512297532, 243.15919341914446, 237.07363805998813, 234.04579857260563, 220.1427545649637, 198.03564613496246, 197.7480982954633, 191.33605567341036, 189.63976263647726, 189.20878275327263, 187.4604053720201, 184.15345213914574, 160.01573818089105, 157.71073835432603, 156.95467778628696, 142.71215676094798, 134.77410931119792, 133.71463364037126, 131.64659896992228, 120.4742151498417, 117.14156139590989, 116.01839413090445, 114.91049610897007, 111.8103235269779, 109.29852096233508, 108.4812333942941, 103.04462677620795, 101.60055470202495, 98.24999435992119, 97.89446753890435, 94.82591587639105, 91.03521052599044, 89.48309728820574, 88.62928313366399, 87.89839684822115, 83.52216437247723, 68.59555837681673, 66.53685945180105, 60.884720711388056, 59.943560619837825, 59.61235217627895, 57.864980800691654, 50.23440662902239, 46.29997251987922, 44.966027430728495, 41.111589514883484, 40.581080874610734, 39.87507352487782, 38.132384157311506, 37.720756091825486, 37.40590436740217, 33.54763191854082, 33.04910181038373, 32.556759902720884, 31.741218165296335, 29.96993769493099, 29.387333420860596, 29.20018701136289, 28.96262030357865, 27.507915683164143, 27.060316711153366, 25.687996053765776, 23.075502691351275, 21.05341661297264, 16.672249006131295, 15.011822707682521, 14.420647048296548, 14.394349937757003, 13.576324168515423, 13.206473740294948, 13.02100558869203, 12.985623230407866, 11.956575346682394, 10.594718574097078, 10.483924100343284, 8.806935969075452, 8.516440095552593, 6.278493538458988, 3.954575934123701, 3.393494189053988, 3.259441125745318, 3.2112102843273425, 2.0002813750594695, 2.0002126397053095, 1.9917103731407793, 0.0023872752971540252]
[114  87 113  24 134 133  16 115  11  22 106  74  57 132  20  45  10  88
  28  35  12 102  93  17  32 123   9  72  13 119   7 108 112  47  43  53
  58 127  81   6  59  30  78  86  84  76  50  51 130 104  67  52  92  98
  37  62  89  85 120  90  64  27 122  69   1  63  26 118  55 124 103  21
  48  40  44   0   8  70 121  15 111 107  96 101  66  75  61   2  18  36
 109  99 135  95  29 126  68  56  38  77  79 100  97  80 125  49  71 105
  39  60   3  34  33  19  94  82  73  42  14  23   4  65  83 116 128   5
 131 117  54  41 110  91  46  31 129  25]
[[['SVMC:0.25gamma:0.7937005259840999', 0.9227, 0.9227845569113823, 0.9226, 0.9226, 0.9228, 0.9226999945811206, 0.9226922692269226, 0.9226922692269226, 0.8454000169080005, 0.93678604, 4613.0, 387.0, 386.0, 4614.0, 5000.0, 5000.0]]]
[[['SVMC:1.2599210498948732gamma:1.7817974362806794', 0.9377, 0.9204610951008646, 0.9582, 0.9582, 0.9172, 0.9374758876899182, 0.9389514943655072, 0.9389514943655072, 0.8761367026280569, 0.9658296599999999, 4791.0, 209.0, 414.0, 4586.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.9468, 0.9462644826208549, 0.9474, 0.9474, 0.9462, 0.9467998098859125, 0.9468319008594842, 0.9468319008594842, 0.8936006433926948, 0.9674110399999999, 4737.0, 263.0, 269.0, 4731.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:4.0', 0.9476, 0.948137765318382, 0.947, 0.947, 0.9482, 0.947599810046414, 0.9475685411246747, 0.9475685411246747, 0.8952006445446961, 0.96903778, 4735.0, 265.0, 259.0, 4741.0, 5000.0, 5000.0]]]
[[['SVMC:0.5612310241546865gamma:0.07015387801933583', 0.9471, 0.957250971568828, 0.936, 0.936, 0.9582, 0.9470349518365202, 0.9465062190312469, 0.9465062190312469, 0.8944204302449785, 0.9762084999999999, 4680.0, 320.0, 209.0, 4791.0, 5000.0, 5000.0]]]
[[['SVMC:0.5612310241546865gamma:0.07015387801933583', 0.9462, 0.9560506950122649, 0.9354, 0.9354, 0.957, 0.946138361974611, 0.9456126162555601, 0.9456126162555601, 0.892608251946355, 0.9763904000000001, 4677.0, 323.0, 215.0, 4785.0, 5000.0, 5000.0]]]
[[['SVMC:2.8284271247461903gamma:1.7817974362806794', 0.9522, 0.9486111111111111, 0.9562, 0.9562, 0.9482, 0.9521915983666314, 0.952390438247012, 0.952390438247012, 0.9044289421892325, 0.97566036, 4781.0, 219.0, 259.0, 4741.0, 5000.0, 5000.0]]]
[[['SVMC:0.5612310241546865gamma:1.7817974362806794', 0.9529, 0.9515453639082752, 0.9544, 0.9544, 0.9514, 0.9528988193926993, 0.9529705441837244, 0.9529705441837244, 0.9058040761275139, 0.9788013799999999, 4772.0, 228.0, 243.0, 4757.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:4.0', 0.9594, 0.9552120491478399, 0.964, 0.964, 0.9548, 0.9593889722109589, 0.9595859048377463, 0.9595859048377463, 0.918838886084506, 0.9841196400000001, 4820.0, 180.0, 226.0, 4774.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:0.7937005259840999', 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.92, 0.98666704, 4800.0, 200.0, 200.0, 4800.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:0.3535533905932738', 0.9604, 0.9611378205128205, 0.9596, 0.9596, 0.9612, 0.96039966680544, 0.9603682946357085, 0.9603682946357085, 0.920801178626263, 0.98628748, 4798.0, 202.0, 194.0, 4806.0, 5000.0, 5000.0]]]
[[['SVMC:32.0gamma:0.3535533905932738', 0.9609, 0.9608078384323135, 0.961, 0.961, 0.9608, 0.9608999947965449, 0.960903909609039, 0.960903909609039, 0.9218000184360005, 0.9867344600000001, 4805.0, 195.0, 196.0, 4804.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:1.7817974362806794', 0.9607, 0.9596886848932349, 0.9618, 0.9618, 0.9596, 0.9606993702506523, 0.9607431824992508, 0.9607431824992508, 0.9214022297960942, 0.9864683, 4809.0, 191.0, 202.0, 4798.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:0.7937005259840999', 0.9623, 0.9609172482552343, 0.9638, 0.9638, 0.9608, 0.9622988309251965, 0.9623564653020469, 0.9623564653020469, 0.9246041607280849, 0.9876305799999999, 4819.0, 181.0, 196.0, 4804.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:0.7937005259840999', 0.9616, 0.9604948124501197, 0.9628, 0.9628, 0.9604, 0.9615992512476287, 0.9616460247702757, 0.9616460247702757, 0.9232026588274861, 0.9868994, 4814.0, 186.0, 198.0, 4802.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:0.7937005259840999', 0.9618, 0.9603269537480064, 0.9634, 0.9634, 0.9602, 0.9617986691610673, 0.9618610223642172, 0.9618610223642172, 0.9236047288683177, 0.98726658, 4817.0, 183.0, 199.0, 4801.0, 5000.0, 5000.0]]]
[[['SVMC:14.254379490245435gamma:1.7817974362806794', 0.9616, 0.9595778574273198, 0.9638, 0.9638, 0.9594, 0.9615974833577717, 0.9616842945519858, 0.9616842945519858, 0.9232089367057612, 0.9871535, 4819.0, 181.0, 203.0, 4797.0, 5000.0, 5000.0]]]
