1.0,0.0,0.14616046788025477
1.0,0.0,0.0013035530336160943
1.0,1.0,0.6450894306899941
1.0,0.0,0.006466598304850151
1.0,0.0,0.05862732959683464
1.0,1.0,0.9897622003643411
1.0,1.0,0.9999986780702199
1.0,1.0,0.9999960818705651
1.0,1.0,0.9291634689571038
1.0,1.0,0.9940226236159041
1.0,1.0,0.723634801985462
1.0,1.0,0.9825961421367857
1.0,0.0,0.12792915726033607
1.0,1.0,0.5696212695487395
1.0,1.0,0.9996651260470971
1.0,1.0,0.8997153663764969
1.0,1.0,0.9987351355528911
1.0,1.0,0.9906479756979077
1.0,1.0,0.9592179832926835
1.0,0.0,0.0006238126812805291
1.0,1.0,0.9958470681335679
1.0,0.0,0.1970651647447055
1.0,0.0,0.08377567606003644
1.0,1.0,0.9978889251759807
1.0,0.0,0.0042842659069195314
1.0,0.0,0.42632777514279285
1.0,1.0,0.9032070601348186
1.0,1.0,0.9999125572409711
1.0,0.0,0.2777387074221643
1.0,1.0,0.780397427279674
1.0,1.0,0.9999716552920355
1.0,1.0,0.9998901256321646
1.0,0.0,0.36148701852491893
1.0,1.0,0.9977839265210922
1.0,1.0,0.999958971134985
1.0,1.0,0.999292341675775
1.0,1.0,0.8545081687247231
1.0,0.0,0.258309157579667
1.0,0.0,0.02159114779677657
1.0,0.0,9.973094168971035e-05
1.0,1.0,0.9999915207598303
1.0,0.0,0.012398131055388173
1.0,0.0,0.3959695264014382
1.0,1.0,0.7806679824287479
1.0,1.0,0.8512519098795582
1.0,0.0,0.09118671156673801
1.0,1.0,0.9994929399324232
1.0,1.0,0.999990186189232
1.0,1.0,0.9984335690700374
1.0,1.0,0.9830455038504872
1.0,1.0,0.9987133292630708
1.0,1.0,0.9997209285557951
1.0,0.0,0.3745688204186482
1.0,1.0,0.8234220305207494
1.0,1.0,0.9675670782037232
1.0,1.0,0.9813849269093631
1.0,0.0,0.0029900348443818872
1.0,1.0,0.9999934780891605
1.0,1.0,0.9970145205575
1.0,0.0,0.07157022551421975
1.0,0.0,0.01749753667933002
1.0,0.0,0.011724807868318893
1.0,0.0,0.0022979457720168524
1.0,1.0,0.8900506062702702
1.0,1.0,0.9965283056955554
1.0,1.0,0.970635786454596
1.0,1.0,0.9978351766125405
1.0,1.0,0.9934173513087388
1.0,0.0,8.249817772423861e-05
1.0,1.0,0.5208278739555824
1.0,0.0,0.0385251655350082
1.0,0.0,0.002763570694094713
1.0,1.0,0.9995188624244271
